Date,Time,Stored Energy (KW),Nameplate Capacity (KW),Array Power (KW),Frequency (Hz)
2017-04-12,00:00:00, 7276.8, 10504.2, 2781.85, 49.95
2017-04-12,00:00:02, 7274.8, 10504.2, 2772.69, 49.95
2017-04-12,00:00:04, 7273.1, 10504.2, 2948.04, 49.95
2017-04-12,00:00:06, 7271.8, 10504.2, 2749.67, 49.95
2017-04-12,00:00:08, 7270.5, 10504.2, 2758.44, 49.95
2017-04-12,00:00:10, 7269.0, 10504.2, 2976.48, 49.95
2017-04-12,00:00:12, 7268.0, 10504.2, 2828.69, 49.95
2017-04-12,00:00:14, 7266.1, 10504.2, 2788.32, 49.95
2017-04-12,00:00:16, 7264.7, 10504.2, 2785.06, 49.95
2017-04-12,00:00:18, 7264.4, 10504.2, 2783.93, 49.95
2017-04-12,00:00:20, 7263.0, 10504.2, 2782.4, 49.95
2017-04-12,00:00:22, 7261.1, 10504.2, 2782.57, 49.95
2017-04-12,00:00:24, 7259.6, 10504.2, 3166.96, 49.94
2017-04-12,00:00:26, 7258.4, 10504.2, 3165.22, 49.95
2017-04-12,00:00:28, 7256.9, 10504.2, 3122.19, 49.95
2017-04-12,00:00:30, 7254.9, 10504.2, 3124.94, 49.95
2017-04-12,00:00:32, 7253.1, 10504.2, 2980.85, 49.95
2017-04-12,00:00:34, 7252.2, 10504.2, 2929.37, 49.95
2017-04-12,00:00:36, 7251.0, 10504.2, 2816.16, 49.96
2017-04-12,00:00:38, 7249.9, 10504.2, 2690.3, 49.96
2017-04-12,00:00:40, 7247.9, 10504.2, 2638.0, 49.96
2017-04-12,00:00:42, 7246.9, 10504.2, 2585.35, 49.96
2017-04-12,00:00:44, 7245.9, 10504.2, 2638.58, 49.96
2017-04-12,00:00:46, 7244.5, 10504.2, 2640.15, 49.96
2017-04-12,00:00:48, 7243.8, 10504.2, 2639.75, 49.96
2017-04-12,00:00:50, 7241.4, 10504.2, 2530.98, 49.96
2017-04-12,00:00:52, 7240.4, 10504.2, 2632.75, 49.95
2017-04-12,00:00:54, 7239.7, 10504.2, 2739.49, 49.95
2017-04-12,00:00:56, 7238.3, 10504.2, 2739.37, 49.96
2017-04-12,00:00:58, 7237.0, 10504.2, 2596.18, 49.96
2017-04-12,00:01:00, 7235.2, 10504.2, 2406.32, 49.96
2017-04-12,00:01:02, 7234.3, 10504.2, 2215.03, 49.96
2017-04-12,00:01:04, 7233.6, 10504.2, 2285.77, 49.97
2017-04-12,00:01:06, 7232.1, 10504.2, 2083.12, 49.97
2017-04-12,00:01:08, 7230.7, 10504.2, 2132.41, 49.97
2017-04-12,00:01:10, 7229.7, 10504.2, 2069.9, 49.97
2017-04-12,00:01:12, 7229.1, 10504.2, 1902.57, 49.97
2017-04-12,00:01:14, 7227.7, 10504.2, 2068.64, 49.97
2017-04-12,00:01:16, 7226.6, 10504.2, 2071.25, 49.97
2017-04-12,00:01:18, 7224.9, 10504.2, 2080.4, 49.97
2017-04-12,00:01:20, 7224.2, 10504.2, 2074.69, 49.97
2017-04-12,00:01:22, 7223.6, 10504.2, 1940.21, 49.97
2017-04-12,00:01:24, 7222.2, 10504.2, 2008.95, 49.97
2017-04-12,00:01:26, 7221.0, 10504.2, 1994.07, 49.97
2017-04-12,00:01:28, 7219.7, 10504.2, 2041.06, 49.96
2017-04-12,00:01:30, 7218.6, 10504.2, 2192.04, 49.96
2017-04-12,00:01:32, 7218.1, 10504.2, 2219.19, 49.97
2017-04-12,00:01:34, 7216.4, 10504.2, 2167.5, 49.96
2017-04-12,00:01:36, 7215.3, 10504.2, 2206.24, 49.97
2017-04-12,00:01:38, 7213.7, 10504.2, 2167.23, 49.97
2017-04-12,00:01:40, 7212.8, 10504.2, 2020.21, 49.97
2017-04-12,00:01:42, 7211.6, 10504.2, 2038.5, 49.97
2017-04-12,00:01:44, 7210.1, 10504.2, 1895.33, 49.97
2017-04-12,00:01:46, 7208.8, 10504.2, 1882.52, 49.97
2017-04-12,00:01:48, 7207.6, 10504.2, 1877.75, 49.96
2017-04-12,00:01:50, 7207.1, 10504.2, 1881.38, 49.97
2017-04-12,00:01:52, 7206.3, 10504.2, 1885.19, 49.97
2017-04-12,00:01:54, 7204.9, 10504.2, 1982.01, 49.97
2017-04-12,00:01:56, 7203.6, 10504.2, 1886.62, 49.97
2017-04-12,00:01:58, 7202.0, 10504.2, 1744.22, 49.98
2017-04-12,00:02:00, 7200.5, 10504.2, 1661.83, 49.97
2017-04-12,00:02:02, 7199.3, 10504.2, 1653.26, 49.98
2017-04-12,00:02:04, 7198.3, 10504.2, 1671.18, 49.98
2017-04-12,00:02:06, 7197.7, 10504.2, 1693.19, 49.97
2017-04-12,00:02:08, 7196.8, 10504.2, 1807.84, 49.97
2017-04-12,00:02:10, 7195.9, 10504.2, 1745.81, 49.97
2017-04-12,00:02:12, 7194.8, 10504.2, 1770.25, 49.98
2017-04-12,00:02:14, 7194.0, 10504.2, 1602.06, 49.98
2017-04-12,00:02:16, 7193.8, 10504.2, 1646.38, 49.98
2017-04-12,00:02:18, 7192.9, 10504.2, 1648.19, 49.98
2017-04-12,00:02:20, 7191.7, 10504.2, 1642.93, 49.99
2017-04-12,00:02:22, 7191.2, 10504.2, 1645.45, 49.99
2017-04-12,00:02:24, 7190.0, 10504.2, 1646.68, 49.99
2017-04-12,00:02:26, 7189.5, 10504.2, 1179.27, 49.99
2017-04-12,00:02:28, 7188.9, 10504.2, 1337.54, 49.98
2017-04-12,00:02:30, 7187.7, 10504.2, 1240.61, 49.98
2017-04-12,00:02:32, 7187.1, 10504.2, 1465.64, 49.98
2017-04-12,00:02:34, 7186.7, 10504.2, 1518.46, 49.98
2017-04-12,00:02:36, 7186.2, 10504.2, 1690.95, 49.98
2017-04-12,00:02:38, 7185.4, 10504.2, 1802.44, 49.97
2017-04-12,00:02:40, 7184.6, 10504.2, 1889.13, 49.97
2017-04-12,00:02:42, 7183.9, 10504.2, 1835.55, 49.97
2017-04-12,00:02:44, 7183.4, 10504.2, 1906.12, 49.97
2017-04-12,00:02:46, 7182.8, 10504.2, 1850.32, 49.97
2017-04-12,00:02:48, 7182.0, 10504.2, 1874.71, 49.97
2017-04-12,00:02:50, 7180.6, 10504.2, 1883.68, 49.97
2017-04-12,00:02:52, 7180.0, 10504.2, 1879.14, 49.98
2017-04-12,00:02:54, 7179.3, 10504.2, 1862.78, 49.98
2017-04-12,00:02:56, 7178.3, 10504.2, 1864.17, 49.98
2017-04-12,00:02:58, 7177.2, 10504.2, 1579.25, 49.98
2017-04-12,00:03:00, 7176.3, 10504.2, 1391.18, 49.99
2017-04-12,00:03:02, 7176.1, 10504.2, 1187.76, 49.99
2017-04-12,00:03:04, 7175.0, 10504.2, 1291.52, 49.99
2017-04-12,00:03:06, 7173.6, 10504.2, 1218.1, 49.99
2017-04-12,00:03:08, 7172.9, 10504.2, 1244.32, 49.98
2017-04-12,00:03:10, 7172.1, 10504.2, 1320.23, 49.98
2017-04-12,00:03:12, 7171.8, 10504.2, 1375.59, 49.99
2017-04-12,00:03:14, 7171.0, 10504.2, 1292.53, 49.99
2017-04-12,00:03:16, 7169.9, 10504.2, 1343.06, 49.99
2017-04-12,00:03:18, 7169.4, 10504.2, 1293.57, 49.98
2017-04-12,00:03:20, 7168.0, 10504.2, 1342.21, 49.98
2017-04-12,00:03:22, 7167.1, 10504.2, 1345.9, 49.98
2017-04-12,00:03:24, 7166.1, 10504.2, 1343.57, 49.98
2017-04-12,00:03:26, 7165.7, 10504.2, 1525.91, 49.98
2017-04-12,00:03:28, 7165.2, 10504.2, 1469.02, 49.98
2017-04-12,00:03:30, 7164.6, 10504.2, 1461.08, 49.98
2017-04-12,00:03:32, 7164.0, 10504.2, 1333.78, 49.98
2017-04-12,00:03:34, 7163.6, 10504.2, 1451.01, 49.98
2017-04-12,00:03:36, 7163.1, 10504.2, 1316.5, 49.98
2017-04-12,00:03:38, 7162.1, 10504.2, 1393.07, 49.98
2017-04-12,00:03:40, 7161.3, 10504.2, 1505.07, 49.98
2017-04-12,00:03:42, 7160.9, 10504.2, 1424.0, 49.98
2017-04-12,00:03:44, 7160.2, 10504.2, 1320.12, 49.99
2017-04-12,00:03:46, 7159.5, 10504.2, 1303.76, 49.99
2017-04-12,00:03:48, 7158.9, 10504.2, 1221.59, 49.99
2017-04-12,00:03:50, 7157.5, 10504.2, 1158.65, 49.99
2017-04-12,00:03:52, 7157.3, 10504.2, 1153.52, 49.99
2017-04-12,00:03:54, 7157.1, 10504.2, 1157.21, 49.99
2017-04-12,00:03:56, 7156.5, 10504.2, 1158.71, 49.99
2017-04-12,00:03:58, 7155.9, 10504.2, 296.75, 49.99
2017-04-12,00:04:00, 7155.2, 10504.2, 1087.45, 49.99
2017-04-12,00:04:02, 7154.8, 10504.2, 1261.1, 49.99
2017-04-12,00:04:04, 7154.4, 10504.2, 1333.48, 49.98
2017-04-12,00:04:06, 7154.0, 10504.2, 1430.16, 49.98
2017-04-12,00:04:08, 7153.3, 10504.2, 1554.78, 49.98
2017-04-12,00:04:10, 7152.6, 10504.2, 1581.87, 49.98
2017-04-12,00:04:12, 7152.2, 10504.2, 1498.86, 49.99
2017-04-12,00:04:14, 7151.6, 10504.2, 1245.53, 49.99
2017-04-12,00:04:16, 7150.7, 10504.2, 1302.55, 49.99
2017-04-12,00:04:18, 7149.6, 10504.2, 1388.61, 49.99
2017-04-12,00:04:20, 7149.0, 10504.2, 1251.03, 49.99
2017-04-12,00:04:22, 7148.1, 10504.2, 1253.04, 49.98
2017-04-12,00:04:24, 7147.8, 10504.2, 1251.09, 49.99
2017-04-12,00:04:26, 7089.4, 10504.2, 1252.05, 49.99
2017-04-12,00:04:28, 7146.5, 10504.2, 1252.14, 49.99
2017-04-12,00:04:30, 7145.9, 10504.2, 1454.51, 49.98
2017-04-12,00:04:32, 7144.9, 10504.2, 1419.23, 49.99
2017-04-12,00:04:34, 7144.3, 10504.2, 1211.57, 49.99
2017-04-12,00:04:36, 7143.1, 10504.2, 1429.95, 49.99
2017-04-12,00:04:38, 7142.3, 10504.2, 1212.06, 50.0
2017-04-12,00:04:40, 7141.4, 10504.2, 301.85, 50.0
2017-04-12,00:04:42, 7140.8, 10504.2, 296.76, 50.0
2017-04-12,00:04:44, 7140.2, 10504.2, 300.42, 50.0
2017-04-12,00:04:46, 7139.9, 10504.2, 298.07, 50.0
2017-04-12,00:04:48, 7139.6, 10504.2, 299.93, 49.99
2017-04-12,00:04:50, 7139.6, 10504.2, 1152.28, 49.99
2017-04-12,00:04:52, 7139.2, 10504.2, 1201.11, 49.98
2017-04-12,00:04:54, 7138.8, 10504.2, 1199.85, 49.98
2017-04-12,00:04:56, 7138.0, 10504.2, 1720.56, 49.98
2017-04-12,00:04:58, 7137.0, 10504.2, 1810.82, 49.98
2017-04-12,00:05:00, 7136.3, 10504.2, 1807.08, 49.98
2017-04-12,00:05:02, 7135.9, 10504.2, 1678.22, 49.98
2017-04-12,00:05:04, 7135.3, 10504.2, 1476.09, 49.99
2017-04-12,00:05:06, 7133.1, 10504.2, 1334.55, 49.99
2017-04-12,00:05:08, 7132.0, 10504.2, 1306.06, 49.99
2017-04-12,00:05:10, 7131.4, 10504.2, 1135.46, 49.99
2017-04-12,00:05:12, 7131.0, 10504.2, 1081.61, 49.99
2017-04-12,00:05:14, 7130.3, 10504.2, 790.55, 50.0
2017-04-12,00:05:16, 7128.9, 10504.2, 296.85, 50.0
2017-04-12,00:05:18, 7128.2, 10504.2, 298.27, 49.99
2017-04-12,00:05:20, 7128.1, 10504.2, 300.03, 49.99
2017-04-12,00:05:22, 7128.0, 10504.2, 298.38, 49.99
2017-04-12,00:05:24, 7127.9, 10504.2, 294.9, 49.99
2017-04-12,00:05:26, 7127.6, 10504.2, 293.39, 50.0
2017-04-12,00:05:28, 7127.1, 10504.2, 297.29, 50.0
2017-04-12,00:05:30, 7126.9, 10504.2, 302.35, 49.99
2017-04-12,00:05:32, 7126.9, 10504.2, 433.53, 49.99
2017-04-12,00:05:34, 7126.7, 10504.2, 483.93, 49.99
2017-04-12,00:05:36, 7126.4, 10504.2, 1200.78, 49.99
2017-04-12,00:05:38, 7125.9, 10504.2, 1351.3, 49.99
2017-04-12,00:05:40, 7125.0, 10504.2, 1216.3, 49.99
2017-04-12,00:05:42, 7124.4, 10504.2, 1203.49, 49.99
2017-04-12,00:05:44, 7123.4, 10504.2, 1121.59, 49.99
2017-04-12,00:05:46, 7122.8, 10504.2, 405.19, 49.99
2017-04-12,00:05:48, 7122.4, 10504.2, 435.15, 49.99
2017-04-12,00:05:50, 7121.8, 10504.2, 297.83, 50.0
2017-04-12,00:05:52, 7121.5, 10504.2, 295.37, 50.0
2017-04-12,00:05:54, 7121.3, 10504.2, 298.25, 50.0
2017-04-12,00:05:56, 7121.2, 10504.2, 299.62, 50.0
2017-04-12,00:05:58, 7121.1, 10504.2, 300.99, 50.01
2017-04-12,00:06:00, 7121.1, 10504.2, 300.2, 50.0
2017-04-12,00:06:02, 7120.7, 10504.2, 294.67, 50.0
2017-04-12,00:06:04, 7120.6, 10504.2, 205.24, 50.0
2017-04-12,00:06:06, 7120.5, 10504.2,-128.92, 49.99
2017-04-12,00:06:08, 7120.3, 10504.2, 295.85, 49.99
2017-04-12,00:06:10, 7120.2, 10504.2, 298.95, 49.99
2017-04-12,00:06:12, 7120.0, 10504.2, 294.23, 49.99
2017-04-12,00:06:14, 7119.8, 10504.2, 299.15, 50.0
2017-04-12,00:06:16, 7119.7, 10504.2, 298.72, 49.99
2017-04-12,00:06:18, 7119.3, 10504.2, 302.19, 49.99
2017-04-12,00:06:20, 7119.1, 10504.2, 297.32, 49.99
2017-04-12,00:06:22, 7119.0, 10504.2, 296.76, 49.99
2017-04-12,00:06:24, 7118.7, 10504.2, 296.09, 49.99
2017-04-12,00:06:26, 7118.6, 10504.2, 298.67, 49.99
2017-04-12,00:06:28, 7118.3, 10504.2, 294.92, 49.99
2017-04-12,00:06:30, 7118.2, 10504.2, 300.24, 49.98
2017-04-12,00:06:32, 7118.1, 10504.2, 1154.44, 49.99
2017-04-12,00:06:34, 7118.0, 10504.2, 298.29, 49.99
2017-04-12,00:06:36, 7117.5, 10504.2, 296.92, 49.99
2017-04-12,00:06:38, 7117.3, 10504.2, 317.27, 49.99
2017-04-12,00:06:40, 7117.1, 10504.2, 298.71, 49.99
2017-04-12,00:06:42, 7117.0, 10504.2, 300.09, 50.0
2017-04-12,00:06:44, 7116.9, 10504.2,-231.37, 50.0
2017-04-12,00:06:46, 7116.7, 10504.2,-327.71, 50.0
2017-04-12,00:06:48, 7116.6, 10504.2,-379.13, 50.0
2017-04-12,00:06:50, 7116.6, 10504.2,-230.98, 50.0
2017-04-12,00:06:52, 7116.7, 10504.2,-8.59, 50.0
2017-04-12,00:06:54, 7116.9, 10504.2, 14.37, 50.0
2017-04-12,00:06:56, 7116.9, 10504.2, 296.73, 50.0
2017-04-12,00:06:58, 7116.8, 10504.2, 303.93, 50.0
2017-04-12,00:07:00, 7116.7, 10504.2, 300.61, 50.0
2017-04-12,00:07:02, 7116.6, 10504.2, 303.29, 50.0
2017-04-12,00:07:04, 7116.3, 10504.2, 302.01, 50.0
2017-04-12,00:07:06, 7116.2, 10504.2, 299.59, 50.0
2017-04-12,00:07:08, 7116.0, 10504.2, 302.46, 50.0
2017-04-12,00:07:10, 7115.8, 10504.2, 176.84, 50.0
2017-04-12,00:07:12, 7115.4, 10504.2,-286.83, 50.0
2017-04-12,00:07:14, 7115.4, 10504.2,-312.29, 50.0
2017-04-12,00:07:16, 7115.4, 10504.2,-232.35, 50.0
2017-04-12,00:07:18, 7115.5, 10504.2,-266.53, 50.0
2017-04-12,00:07:20, 7115.5, 10504.2,-162.3, 50.0
2017-04-12,00:07:22, 7115.4, 10504.2,-164.6, 50.0
2017-04-12,00:07:24, 7115.4, 10504.2,-232.6, 50.01
2017-04-12,00:07:26, 7115.5, 10504.2,-393.27, 50.0
2017-04-12,00:07:28, 7115.5, 10504.2,-233.71, 50.0
2017-04-12,00:07:30, 7115.7, 10504.2,-359.69, 50.0
2017-04-12,00:07:32, 7115.7, 10504.2,-383.74, 50.0
2017-04-12,00:07:34, 7115.7, 10504.2,-185.07, 50.01
2017-04-12,00:07:36, 7115.9, 10504.2,-546.8, 50.01
2017-04-12,00:07:38, 7114.7, 10504.2,-407.98, 50.01
2017-04-12,00:07:40, 7114.8, 10504.2,-362.22, 50.01
2017-04-12,00:07:42, 7115.0, 10504.2,-334.98, 50.0
2017-04-12,00:07:44, 7115.1, 10504.2,-191.97, 50.0
2017-04-12,00:07:46, 7115.1, 10504.2, 226.25, 50.0
2017-04-12,00:07:48, 7115.2, 10504.2, 299.58, 50.0
2017-04-12,00:07:50, 7115.1, 10504.2, 302.51, 50.0
2017-04-12,00:07:52, 7114.7, 10504.2,-146.57, 50.0
2017-04-12,00:07:54, 7114.4, 10504.2,-160.57, 50.0
2017-04-12,00:07:56, 7114.4, 10504.2,-221.01, 50.0
2017-04-12,00:07:58, 7114.3, 10504.2,-235.47, 50.0
2017-04-12,00:08:00, 7113.5, 10504.2,-231.65, 50.01
2017-04-12,00:08:02, 7113.6, 10504.2,-236.05, 50.01
2017-04-12,00:08:04, 7113.6, 10504.2,-237.48, 50.01
2017-04-12,00:08:06, 7113.7, 10504.2,-236.37, 50.02
2017-04-12,00:08:08, 7114.0, 10504.2,-853.66, 50.01
2017-04-12,00:08:10, 7114.0, 10504.2,-680.23, 50.01
2017-04-12,00:08:12, 7114.0, 10504.2,-661.03, 50.01
2017-04-12,00:08:14, 7110.6, 10504.2,-580.03, 50.01
2017-04-12,00:08:16, 7110.2, 10504.2,-421.16, 50.0
2017-04-12,00:08:18, 7107.2, 10504.2,-189.66, 50.0
2017-04-12,00:08:20, 7107.2, 10504.2,-194.8, 50.0
2017-04-12,00:08:22, 7107.6, 10504.2, 274.84, 50.0
2017-04-12,00:08:24, 7107.6, 10504.2, 307.76, 50.0
2017-04-12,00:08:26, 7107.5, 10504.2, 298.0, 49.99
2017-04-12,00:08:28, 7107.5, 10504.2, 301.91, 49.99
2017-04-12,00:08:30, 7107.4, 10504.2, 304.54, 49.99
2017-04-12,00:08:32, 7107.3, 10504.2, 304.0, 49.99
2017-04-12,00:08:34, 7106.4, 10504.2, 298.79, 50.0
2017-04-12,00:08:36, 7105.5, 10504.2, 299.64, 50.0
2017-04-12,00:08:38, 7105.2, 10504.2, 300.6, 50.0
2017-04-12,00:08:40, 7104.9, 10504.2, 204.63, 50.0
2017-04-12,00:08:42, 7104.7, 10504.2,-222.41, 50.01
2017-04-12,00:08:44, 7104.3, 10504.2,-377.81, 50.01
2017-04-12,00:08:46, 7103.9, 10504.2,-372.06, 50.01
2017-04-12,00:08:48, 7103.6, 10504.2,-448.24, 50.01
2017-04-12,00:08:50, 7100.5, 10504.2,-358.5, 50.0
2017-04-12,00:08:52, 7099.9, 10504.2,-234.03, 50.0
2017-04-12,00:08:54, 7098.2, 10504.2, 68.22, 50.0
2017-04-12,00:08:56, 7098.2, 10504.2, 300.36, 50.0
2017-04-12,00:08:58, 7098.3, 10504.2, 302.52, 50.0
2017-04-12,00:09:00, 7098.3, 10504.2, 306.65, 50.0
2017-04-12,00:09:02, 7097.8, 10504.2, 299.79, 50.0
2017-04-12,00:09:04, 7097.8, 10504.2, 299.58, 50.0
2017-04-12,00:09:06, 7097.6, 10504.2, 300.3, 50.0
2017-04-12,00:09:08, 7095.6, 10504.2,-109.88, 50.0
2017-04-12,00:09:10, 7095.5, 10504.2,-235.42, 50.0
2017-04-12,00:09:12, 7095.3, 10504.2,-311.68, 50.01
2017-04-12,00:09:14, 7095.2, 10504.2,-370.18, 50.01
2017-04-12,00:09:16, 7095.2, 10504.2,-626.26, 50.01
2017-04-12,00:09:18, 7095.3, 10504.2,-868.13, 50.01
2017-04-12,00:09:20, 7095.6, 10504.2,-868.08, 50.02
2017-04-12,00:09:22, 7095.7, 10504.2,-1062.19, 50.02
2017-04-12,00:09:24, 7095.9, 10504.2,-959.59, 50.01
2017-04-12,00:09:26, 7096.4, 10504.2,-742.8, 50.01
2017-04-12,00:09:28, 7096.9, 10504.2,-705.7, 50.01
2017-04-12,00:09:30, 7097.2, 10504.2,-655.47, 50.01
2017-04-12,00:09:32, 7097.5, 10504.2,-654.28, 50.01
2017-04-12,00:09:34, 7094.8, 10504.2,-654.23, 50.01
2017-04-12,00:09:36, 7095.0, 10504.2,-658.06, 50.01
2017-04-12,00:09:38, 7094.3, 10504.2,-654.72, 50.01
2017-04-12,00:09:40, 7094.5, 10504.2,-477.58, 50.01
2017-04-12,00:09:42, 7093.1, 10504.2,-336.77, 50.01
2017-04-12,00:09:44, 7093.1, 10504.2,-282.99, 50.01
2017-04-12,00:09:46, 7091.6, 10504.2,-450.23, 50.01
2017-04-12,00:09:48, 7091.7, 10504.2,-325.35, 50.01
2017-04-12,00:09:50, 7091.9, 10504.2,-298.28, 50.01
2017-04-12,00:09:52, 7091.9, 10504.2,-389.67, 50.01
2017-04-12,00:09:54, 7092.1, 10504.2,-392.21, 50.01
2017-04-12,00:09:56, 7092.1, 10504.2,-318.07, 50.01
2017-04-12,00:09:58, 7092.1, 10504.2,-500.58, 50.01
2017-04-12,00:10:00, 7092.2, 10504.2,-472.53, 50.01
2017-04-12,00:10:02, 7092.2, 10504.2,-446.74, 50.02
2017-04-12,00:10:04, 7092.5, 10504.2,-448.56, 50.02
2017-04-12,00:10:06, 7092.6, 10504.2,-446.5, 50.01
2017-04-12,00:10:08, 7092.8, 10504.2,-449.91, 50.02
2017-04-12,00:10:10, 7092.8, 10504.2,-449.76, 50.01
2017-04-12,00:10:12, 7091.9, 10504.2,-686.08, 50.02
2017-04-12,00:10:14, 7092.2, 10504.2,-923.69, 50.02
2017-04-12,00:10:16, 7092.6, 10504.2,-942.49, 50.02
2017-04-12,00:10:18, 7092.5, 10504.2,-783.48, 50.01
2017-04-12,00:10:20, 7093.5, 10504.2,-657.34, 50.01
2017-04-12,00:10:22, 7093.8, 10504.2,-420.53, 50.01
2017-04-12,00:10:24, 7094.2, 10504.2,-466.82, 50.01
2017-04-12,00:10:26, 7094.4, 10504.2,-247.83, 50.01
2017-04-12,00:10:28, 7094.5, 10504.2,-128.11, 50.0
2017-04-12,00:10:30, 7094.7, 10504.2, 220.7, 50.0
2017-04-12,00:10:32, 7094.7, 10504.2,-233.94, 50.0
2017-04-12,00:10:34, 7094.7, 10504.2,-232.25, 50.01
2017-04-12,00:10:36, 7094.5, 10504.2,-244.51, 50.01
2017-04-12,00:10:38, 7094.3, 10504.2,-286.79, 50.01
2017-04-12,00:10:40, 7094.4, 10504.2,-303.51, 50.01
2017-04-12,00:10:42, 7094.5, 10504.2,-445.5, 50.01
2017-04-12,00:10:44, 7094.7, 10504.2,-343.8, 50.01
2017-04-12,00:10:46, 7094.6, 10504.2,-437.71, 50.01
2017-04-12,00:10:48, 7094.8, 10504.2,-546.43, 50.01
2017-04-12,00:10:50, 7094.9, 10504.2,-442.46, 50.01
2017-04-12,00:10:52, 7095.1, 10504.2,-401.45, 50.01
2017-04-12,00:10:54, 7094.5, 10504.2,-535.09, 50.01
2017-04-12,00:10:56, 7094.8, 10504.2,-488.93, 50.01
2017-04-12,00:10:58, 7095.0, 10504.2,-400.38, 50.01
2017-04-12,00:11:00, 7095.0, 10504.2,-501.96, 50.01
2017-04-12,00:11:02, 7095.2, 10504.2,-595.55, 50.01
2017-04-12,00:11:04, 7095.5, 10504.2,-498.21, 50.01
2017-04-12,00:11:06, 7095.8, 10504.2,-498.85, 50.01
2017-04-12,00:11:08, 7095.9, 10504.2,-500.44, 50.0
2017-04-12,00:11:10, 7095.6, 10504.2,-506.33, 50.0
2017-04-12,00:11:12, 7094.2, 10504.2,-497.63, 50.0
2017-04-12,00:11:14, 7095.2, 10504.2,-439.15, 49.99
2017-04-12,00:11:16, 7094.9, 10504.2, 300.75, 49.99
2017-04-12,00:11:18, 7094.9, 10504.2, 1135.4, 49.99
2017-04-12,00:11:20, 7095.0, 10504.2, 780.18, 49.99
2017-04-12,00:11:22, 7094.8, 10504.2, 1149.01, 49.99
2017-04-12,00:11:24, 7094.5, 10504.2, 1352.99, 49.99
2017-04-12,00:11:26, 7094.0, 10504.2, 670.2, 49.99
2017-04-12,00:11:28, 7093.2, 10504.2, 307.15, 49.99
2017-04-12,00:11:30, 7092.7, 10504.2, 303.84, 50.0
2017-04-12,00:11:32, 7092.4, 10504.2, 304.83, 49.99
2017-04-12,00:11:34, 7092.2, 10504.2, 1061.47, 49.99
2017-04-12,00:11:36, 7092.0, 10504.2, 1064.4, 49.98
2017-04-12,00:11:38, 7091.6, 10504.2, 1063.98, 49.98
2017-04-12,00:11:40, 7091.3, 10504.2, 1063.12, 49.97
2017-04-12,00:11:42, 7090.9, 10504.2, 1904.13, 49.98
2017-04-12,00:11:44, 7090.4, 10504.2, 1729.69, 49.98
2017-04-12,00:11:46, 7089.2, 10504.2, 1580.14, 49.98
2017-04-12,00:11:48, 7087.9, 10504.2, 1537.0, 49.99
2017-04-12,00:11:50, 7087.4, 10504.2, 1248.2, 49.99
2017-04-12,00:11:52, 7087.1, 10504.2, 1076.0, 49.99
2017-04-12,00:11:54, 7086.6, 10504.2, 299.79, 50.0
2017-04-12,00:11:56, 7085.8, 10504.2, 303.49, 50.0
2017-04-12,00:11:58, 7085.3, 10504.2, 305.06, 50.0
2017-04-12,00:12:00, 7085.0, 10504.2, 300.66, 50.0
2017-04-12,00:12:02, 7084.6, 10504.2, 297.49, 50.0
2017-04-12,00:12:04, 7084.4, 10504.2, 120.1, 50.01
2017-04-12,00:12:06, 7084.4, 10504.2,-227.3, 50.01
2017-04-12,00:12:08, 7084.2, 10504.2,-231.49, 50.01
2017-04-12,00:12:10, 7084.1, 10504.2,-232.6, 50.02
2017-04-12,00:12:12, 7084.0, 10504.2,-237.08, 50.02
2017-04-12,00:12:14, 7084.0, 10504.2,-1284.02, 50.02
2017-04-12,00:12:16, 7084.2, 10504.2,-1301.81, 50.02
2017-04-12,00:12:18, 7084.3, 10504.2,-1195.27, 50.02
2017-04-12,00:12:20, 7085.2, 10504.2,-1094.33, 50.02
2017-04-12,00:12:22, 7085.7, 10504.2,-1129.42, 50.02
2017-04-12,00:12:24, 7086.3, 10504.2,-1106.81, 50.02
2017-04-12,00:12:26, 7086.9, 10504.2,-1169.24, 50.02
2017-04-12,00:12:28, 7087.4, 10504.2,-1232.23, 50.02
2017-04-12,00:12:30, 7087.7, 10504.2,-1234.73, 50.02
2017-04-12,00:12:32, 7088.4, 10504.2,-1241.35, 50.02
2017-04-12,00:12:34, 7088.8, 10504.2,-1040.95, 50.02
2017-04-12,00:12:36, 7088.8, 10504.2,-1022.76, 50.02
2017-04-12,00:12:38, 7089.6, 10504.2,-1023.18, 50.02
2017-04-12,00:12:40, 7089.9, 10504.2,-1025.22, 50.02
2017-04-12,00:12:42, 7089.9, 10504.2,-1027.39, 50.02
2017-04-12,00:12:44, 7090.0, 10504.2,-1027.12, 50.02
2017-04-12,00:12:46, 7090.6, 10504.2,-1005.41, 50.02
2017-04-12,00:12:48, 7091.2, 10504.2,-984.88, 50.01
2017-04-12,00:12:50, 7091.9, 10504.2,-802.8, 50.01
2017-04-12,00:12:52, 7092.0, 10504.2,-577.41, 50.01
2017-04-12,00:12:54, 7092.4, 10504.2,-477.18, 50.01
2017-04-12,00:12:56, 7092.7, 10504.2,-339.81, 50.0
2017-04-12,00:12:58, 7092.8, 10504.2,-231.98, 50.0
2017-04-12,00:13:00, 7093.2, 10504.2,-168.51, 50.0
2017-04-12,00:13:02, 7093.3, 10504.2,-315.96, 50.01
2017-04-12,00:13:04, 7093.2, 10504.2,-496.93, 50.01
