Datetime EST HB,Datetime EST HE,Datetime GMT HB,Date GMT,HB GMT,Mango Readable,Mango Readable,Mango Readable,Mango Readable,Mango Readable,"MW
Online",Bid Amount,"Laurel Mountain
MW Out Unplanned","Laurel Mountain
MW Out Planned",Comments,"PJM Accepted Availability
mwh_available","energy_losses
(MWh)","energy_cost
$","gross_revenue
[RMCP Revenue]
$","other_charge
$",potential_revenue,revenue_capture,Latest Update,"hrly_dam_reg_mcp
[(RMCCP+RMPCP) x BF]
$","Injections
MWh","Reprocess
Data From",RMCCP,RMPCP,Benefits Factor,Hrly Perf Score
2/27/2015 3:00:00,2/27/2015 4:00:00,2/27/2015 8:00:00,2/27/2015,8,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,-2,-78.1,1061.422112,,"1,128.40",94.06%,,88.0528542,,,27.92,2.54,2.89077,0.940642
2/27/2015 4:00:00,2/27/2015 5:00:00,2/27/2015 9:00:00,2/27/2015,9,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,0,0,989.6122111,,"1,066.81",92.76%,,55.83615961,,,19.09,6.54,2.178547,0.92764
2/27/2015 5:00:00,2/27/2015 6:00:00,2/27/2015 10:00:00,2/27/2015,10,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,-2,-78.84,1280.76557,,"1,369.40",93.53%,,89.97496134,,,30.01,4.97,2.572183,0.935275
2/27/2015 6:00:00,2/27/2015 7:00:00,2/27/2015 11:00:00,2/27/2015,11,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,-3,-316.62,2101.795789,,"2,545.79",82.56%,,143.71260645,,,76.26,1.79,1.841289,0.825597
2/27/2015 7:00:00,2/27/2015 8:00:00,2/27/2015 12:00:00,2/27/2015,12,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,2,164.62,180.9165027,,192.34,94.06%,,14.3193453,,,3.11,0.79,3.671627,0.940614
2/27/2015 8:00:00,2/27/2015 9:00:00,2/27/2015 13:00:00,2/27/2015,13,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,-1,-39.91,156.0126956,,167.41,93.19%,,9.02574288,,,2.25,1.11,2.686233,0.931892
2/27/2015 9:00:00,2/27/2015 10:00:00,2/27/2015 14:00:00,2/27/2015,14,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,-1,-34.45,144.0810506,,153.80,93.68%,,6.65064816,,,1.63,1.49,2.131618,0.936835
2/27/2015 10:00:00,2/27/2015 11:00:00,2/27/2015 15:00:00,2/27/2015,15,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,-3,-166.02,1200.952279,,"1,289.56",93.13%,,94.29566784,,,37.62,1.1,2.435322,0.931286
2/27/2015 11:00:00,2/27/2015 12:00:00,2/27/2015 16:00:00,2/27/2015,16,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,-2,-84.38,1096.078708,,"1,183.18",92.64%,,69.78755208,,,30.05,3.31,2.091953,0.926384
2/27/2015 12:00:00,2/27/2015 13:00:00,2/27/2015 17:00:00,2/27/2015,17,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,0,0,1332.469841,,"1,441.44",92.44%,,74.64022695,,,29.93,7.6,1.988815,0.924402
2/27/2015 13:00:00,2/27/2015 14:00:00,2/27/2015 18:00:00,2/27/2015,18,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,-2,-62.78,1168.967193,,"1,238.47",94.39%,,83.80049436,,,23.54,5.2,2.915814,0.943879
2/27/2015 14:00:00,2/27/2015 15:00:00,2/27/2015 19:00:00,2/27/2015,19,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,0,0,1619.259826,,"1,693.91",95.59%,,114.53979944,,,36.1,6.22,2.706517,0.955933
2/27/2015 15:00:00,2/27/2015 16:00:00,2/27/2015 20:00:00,2/27/2015,20,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,-1,-30.79,1294.8607,,"1,351.54",95.81%,,67.06316292,,,24.84,8.7,1.999498,0.958063
2/27/2015 16:00:00,2/27/2015 17:00:00,2/27/2015 21:00:00,2/27/2015,21,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,-2,-74,1328.312987,,"1,402.90",94.68%,,77.1438539,,,29.17,6.85,2.141695,0.946834
2/27/2015 17:00:00,2/27/2015 18:00:00,2/27/2015 22:00:00,2/27/2015,22,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,2,94.56,1913.516805,,"2,267.49",84.39%,,286.439188,,,67.11,0.89,4.212341,0.843893
2/27/2015 18:00:00,2/27/2015 19:00:00,2/27/2015 23:00:00,2/27/2015,23,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,-2,-154.18,1071.704652,,"1,189.61",90.09%,,73.01523912,,,33.6,1.73,2.066664,0.900887
2/27/2015 19:00:00,2/27/2015 20:00:00,2/28/2015 0:00:00,2/28/2015,0,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,-1,-68.75,390.1338517,,433.92,89.91%,,39.72095616,,,10.35,0.91,3.527616,0.899083
2/27/2015 20:00:00,2/27/2015 21:00:00,2/28/2015 1:00:00,2/28/2015,1,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,-2,-272.9,2693.603889,,"2,835.26",95.00%,,180.99169062,,,84.97,1.74,2.087322,0.950037
2/27/2015 21:00:00,2/27/2015 22:00:00,2/28/2015 2:00:00,2/28/2015,2,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,-1,-119.58,911.5464655,,952.10,95.74%,,48.64581472,,,26.75,1.76,1.706272,0.957409
2/27/2015 22:00:00,2/27/2015 23:00:00,2/28/2015 3:00:00,2/28/2015,3,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,-1,-95.72,4002.225395,,"4,216.00",94.93%,,242.03966735,,,119.42,6.41,1.923545,0.949295
2/27/2015 23:00:00,2/28/2015 0:00:00,2/28/2015 4:00:00,2/28/2015,4,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,0,0,3990.34015,,"4,154.74",96.04%,,215.15717496,,,118.16,6.78,1.722084,0.96043
2/28/2015 0:00:00,2/28/2015 1:00:00,2/28/2015 5:00:00,2/28/2015,5,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,0,0,2385.918368,,"3,296.00",72.39%,,331.089998,,,103,0,3.214466,0.723883
2/28/2015 1:00:00,2/28/2015 2:00:00,2/28/2015 6:00:00,2/28/2015,6,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,-4,-232.2,13.0900176,,17.60,74.38%,,0.96271285,,,0.55,0,1.750387,0.743751
2/28/2015 2:00:00,2/28/2015 3:00:00,2/28/2015 7:00:00,2/28/2015,7,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,-1,-62.48,15.46494624,,16.32,94.76%,,3.3169176,,,0.51,0,6.50376,0.947607
2/28/2015 3:00:00,2/28/2015 4:00:00,2/28/2015 8:00:00,2/28/2015,8,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,-1,-59.2,0.30456032,,0.32,95.18%,,0.01390396,,,0.01,0,1.390396,0.951751
2/28/2015 4:00:00,2/28/2015 5:00:00,2/28/2015 9:00:00,2/28/2015,9,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,-2,-112.58,2.72195712,,2.88,94.51%,,0.15949359,,,0.09,0,1.772151,0.945124
2/28/2015 5:00:00,2/28/2015 6:00:00,2/28/2015 10:00:00,2/28/2015,10,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,0,0,1718.511952,,"1,804.59",95.23%,,139.49213642,,,56.22,0.07,2.478098,0.9523
2/28/2015 6:00:00,2/28/2015 7:00:00,2/28/2015 11:00:00,2/28/2015,11,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,-3,-435.18,2928.55124,,"3,392.82",86.32%,,314.20980864,,,103.71,0.77,3.007368,0.863161
2/28/2015 7:00:00,2/28/2015 8:00:00,2/28/2015 12:00:00,2/28/2015,12,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,3,359.73,1634.563233,,"2,150.87",76.00%,,175.03776134,,,60.24,2.5,2.789891,0.759954
2/28/2015 8:00:00,2/28/2015 9:00:00,2/28/2015 13:00:00,2/28/2015,13,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,-1,-118.31,1864.081042,,"1,974.34",94.42%,,161.84987379,,,53.61,2.82,2.868153,0.944153
2/28/2015 9:00:00,2/28/2015 10:00:00,2/28/2015 14:00:00,2/28/2015,14,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,-2,-154.08,1038.367739,,"1,095.58",94.78%,,66.02369007,,,20.82,5.31,2.526739,0.947776
2/28/2015 10:00:00,2/28/2015 11:00:00,2/28/2015 15:00:00,2/28/2015,15,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,-2,-142.34,412.7650809,,436.39,94.59%,,44.4023214,,,10.69,0.76,3.877932,0.94586
2/28/2015 11:00:00,2/28/2015 12:00:00,2/28/2015 16:00:00,2/28/2015,16,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,-2,-102.72,746.7666649,,797.44,93.65%,,58.94014941,,,24.73,0.08,2.375661,0.936453
2/28/2015 12:00:00,2/28/2015 13:00:00,2/28/2015 17:00:00,2/28/2015,17,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,-1,-44.56,1210.665744,,"1,305.06",92.77%,,81.077144,,,26.71,5.61,2.508575,0.927671
2/28/2015 13:00:00,2/28/2015 14:00:00,2/28/2015 18:00:00,2/28/2015,18,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,0,0,1923.775132,,"2,045.59",94.04%,,166.79601106,,,43.5,6.07,3.364858,0.94045
2/28/2015 14:00:00,2/28/2015 15:00:00,2/28/2015 19:00:00,2/28/2015,19,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,-2,-61.36,842.4721539,,895.22,94.11%,,45.7513255,,,12.97,6.33,2.370535,0.941083
2/28/2015 15:00:00,2/28/2015 16:00:00,2/28/2015 20:00:00,2/28/2015,20,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,-1,-30.02,733.2688051,,768.19,95.45%,,40.2855882,,,12.08,5.08,2.347645,0.954537
2/28/2015 16:00:00,2/28/2015 17:00:00,2/28/2015 21:00:00,2/28/2015,21,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,-3,-106.26,835.2930022,,883.52,94.54%,,58.72133225,,,18.98,3.27,2.639161,0.945413
2/28/2015 17:00:00,2/28/2015 18:00:00,2/28/2015 22:00:00,2/28/2015,22,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,0,0,856.0909956,,917.56,93.30%,,84.72141129,,,23.21,1.6,3.414809,0.93301
2/28/2015 18:00:00,2/28/2015 19:00:00,2/28/2015 23:00:00,2/28/2015,23,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,-1,-95.37,717.7904128,,755.20,95.05%,,42.7688876,,,23.6,0,1.812241,0.950464
2/28/2015 19:00:00,2/28/2015 20:00:00,3/1/2015 0:00:00,3/1/2015,0,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,-2,-189.84,403.8115334,,422.08,95.67%,,26.07477021,,,13.19,0,1.976859,0.956718
2/28/2015 20:00:00,2/28/2015 21:00:00,3/1/2015 1:00:00,3/1/2015,1,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,-1,-115.51,579.6910802,,611.44,94.81%,,35.27103635,,,16.19,1.46,1.998359,0.94807
2/28/2015 21:00:00,2/28/2015 22:00:00,3/1/2015 2:00:00,3/1/2015,2,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,0,0,1553.783011,,"1,642.36",94.61%,,114.2342541,,,39.31,4.62,2.60037,0.946068
2/28/2015 22:00:00,2/28/2015 23:00:00,3/1/2015 3:00:00,3/1/2015,3,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,-1,-47.78,1257.052506,,"1,327.23",94.71%,,72.37515992,,,32.39,4.65,1.953973,0.947124
2/28/2015 23:00:00,3/1/2015 0:00:00,3/1/2015 4:00:00,3/1/2015,4,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,-1,-40.02,3207.447677,,"3,345.40",95.88%,,191.05719997,,,95.07,4.96,1.909999,0.958765
3/1/2015 0:00:00,3/1/2015 1:00:00,3/1/2015 5:00:00,3/1/2015,5,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,1,57.29,1244.169156,,"1,374.12",90.54%,,62.21660331,,,33.82,5.81,1.569937,0.905428
3/1/2015 1:00:00,3/1/2015 2:00:00,3/1/2015 6:00:00,3/1/2015,6,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,-4,-195.56,1407.788893,,"2,370.69",59.38%,,129.48545821,,,51.9,10.73,2.067467,0.593832
3/1/2015 2:00:00,3/1/2015 3:00:00,3/1/2015 7:00:00,3/1/2015,7,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,-1,-40.6,1549.22852,,"1,613.71",96.00%,,59.5905232,,,26.97,17.51,1.339715,0.960042
3/1/2015 3:00:00,3/1/2015 4:00:00,3/1/2015 8:00:00,3/1/2015,8,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,1,39.9,1151.015331,,"1,231.21",93.49%,,50.08885716,,,18.25,12.36,1.636356,0.934864
3/1/2015 4:00:00,3/1/2015 5:00:00,3/1/2015 9:00:00,3/1/2015,9,LMsched:32000,LMbid:32000,LMUnscheduled:0,LMPlanned:0,LMSettled:32000,32,32,,,,32,-2,-80.16,1142.282139,,"1,205.02",94.79%,,42.49662512,,,14.46,17.38,1.334693,0.947934
