Datetime EST HB,Datetime EST HE,Datetime GMT HB,Date GMT,HB GMT,Mango Readable," MW
Online","Bid Amount
","PJM II
MW Out Unplanned",Mango Readable,Mango Readable,Mango Readable,Mango Readable,"PJM II
MW Out Planned",Comments,"PJM Accepted Availability
mwh_available","energy_losses
(MWh)","energy_cost
$","gross_revenue
[RMCP Revenue]
$","other_charge
$",potential_revenue,revenue_capture,Latest Update,"
hrly_dam_reg_mcp
[(RMCCP+RMPCP) x BF]
$","
Injections
MWh","Reprocess
Data From",RMCCP,RMPCP,Benefits Factor,Hrly Perf Score
2/2/2015 14:00:00,2/2/2015 15:00:00,2/2/2015 19:00:00,2/2/2015,19,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,69.12822884,,71.72533136,96.38%,,78.98968416,,,23.63,4.33,2.825096,0.963791
2/2/2015 15:00:00,2/2/2015 16:00:00,2/2/2015 20:00:00,2/2/2015,20,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,52.76437019,,54.85882528,96.18%,,59.1101294,,,17.01,3.64,2.862476,0.961821
2/2/2015 16:00:00,2/2/2015 17:00:00,2/2/2015 21:00:00,2/2/2015,21,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,53.83788663,,56.06273632,96.03%,,52.16596552,,,18.68,4.08,2.292002,0.960315
2/2/2015 17:00:00,2/2/2015 18:00:00,2/2/2015 22:00:00,2/2/2015,22,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,165.7600395,,215.38046886,76.96%,,345.70281054,,,104.31,1.03,3.281781,0.769615
2/2/2015 18:00:00,2/2/2015 19:00:00,2/2/2015 23:00:00,2/2/2015,23,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,263.9634161,,295.39392,89.36%,,411.8814,,,144.3,1.2,2.8308,0.893598
2/2/2015 19:00:00,2/2/2015 20:00:00,2/3/2015 0:00:00,2/3/2015,0,PJMIIsched:2000,2,2,,,,,,,,2,-1.0000,-161.25,132.3607383,,144.8794848,91.36%,,138.5271,,,69.99,1.26,1.94424,0.913592
2/2/2015 20:00:00,2/2/2015 21:00:00,2/3/2015 1:00:00,2/3/2015,1,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,182.3253726,,205.2180632,88.84%,,179.4977226,,,96.5,3.4,1.796774,0.888447
2/2/2015 21:00:00,2/2/2015 22:00:00,2/3/2015 2:00:00,2/3/2015,2,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,162.6043337,,167.8321369,96.89%,,157.01336375,,,48.66,14.09,2.502205,0.968851
2/2/2015 22:00:00,2/2/2015 23:00:00,2/3/2015 3:00:00,2/3/2015,3,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,63.77683488,,65.84849436,96.85%,,63.3859602,,,22.17,4.53,2.374006,0.968539
2/2/2015 23:00:00,2/3/2015 0:00:00,2/3/2015 4:00:00,2/3/2015,4,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,77.83889535,,80.62413678,96.55%,,67.02666993,,,20.46,8.61,2.305699,0.965454
2/3/2015 0:00:00,2/3/2015 1:00:00,2/3/2015 5:00:00,2/3/2015,5,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,38.08652889,,40.4076236,94.26%,,29.2024369,,,11.82,4.76,1.761305,0.942558
2/3/2015 1:00:00,2/3/2015 2:00:00,2/3/2015 6:00:00,2/3/2015,6,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,38.51381763,,39.70005528,97.01%,,53.45106644,,,10.7,2.21,4.140284,0.97012
2/3/2015 2:00:00,2/3/2015 3:00:00,2/3/2015 7:00:00,2/3/2015,7,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,42.8175749,,44.01780848,97.27%,,45.0640236,,,8.32,3.63,3.771048,0.972733
2/3/2015 3:00:00,2/3/2015 4:00:00,2/3/2015 8:00:00,2/3/2015,8,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,37.13006305,,38.93652304,95.36%,,24.52114152,,,10,6.29,1.505288,0.953605
2/3/2015 4:00:00,2/3/2015 5:00:00,2/3/2015 9:00:00,2/3/2015,9,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,60.66282931,,63.5658832,95.43%,,95.7257436,,,19.25,2.9,4.321704,0.95433
2/3/2015 5:00:00,2/3/2015 6:00:00,2/3/2015 10:00:00,2/3/2015,10,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,69.39775544,,73.30134528,94.67%,,76.43052576,,,25.83,4.26,2.540064,0.946746
2/3/2015 6:00:00,2/3/2015 7:00:00,2/3/2015 11:00:00,2/3/2015,11,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,43.6461779,,52.9228688,82.47%,,97.8428156,,,23.56,0.72,4.02977,0.824713
2/3/2015 7:00:00,2/3/2015 8:00:00,2/3/2015 12:00:00,2/3/2015,12,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,39.3221405,,41.10417072,95.66%,,39.13330363,,,17.77,1.36,2.045651,0.956646
2/3/2015 8:00:00,2/3/2015 9:00:00,2/3/2015 13:00:00,2/3/2015,13,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,31.15974932,,34.29662118,90.85%,,32.82675405,,,13.94,1.51,2.124709,0.908537
2/3/2015 9:00:00,2/3/2015 10:00:00,2/3/2015 14:00:00,2/3/2015,14,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,13.34140551,,14.65972528,91.01%,,10.24651198,,,4.58,1.68,1.636823,0.910072
2/3/2015 10:00:00,2/3/2015 11:00:00,2/3/2015 15:00:00,2/3/2015,15,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,46.39220281,,47.94370918,96.76%,,68.74590608,,,23.77,0.07,2.883637,0.967639
2/3/2015 11:00:00,2/3/2015 12:00:00,2/3/2015 16:00:00,2/3/2015,16,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,43.40546858,,45.38237,95.64%,,51.424995,,,13.66,2.91,3.1035,0.956439
2/3/2015 12:00:00,2/3/2015 13:00:00,2/3/2015 17:00:00,2/3/2015,17,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,41.69956342,,43.75127968,95.31%,,36.83624826,,,10.82,4.64,2.382681,0.953105
2/3/2015 13:00:00,2/3/2015 14:00:00,2/3/2015 18:00:00,2/3/2015,18,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,41.2831588,,43.048626,95.90%,,51.3618072,,,11.85,2.75,3.517932,0.958989
2/3/2015 14:00:00,2/3/2015 15:00:00,2/3/2015 19:00:00,2/3/2015,19,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,55.75685003,,57.52689506,96.92%,,53.04319923,,,15.7,5.13,2.546481,0.969231
2/3/2015 15:00:00,2/3/2015 16:00:00,2/3/2015 20:00:00,2/3/2015,20,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,44.38274543,,45.7701296,96.97%,,51.7527016,,,13.32,3.02,3.16724,0.969688
2/3/2015 16:00:00,2/3/2015 17:00:00,2/3/2015 21:00:00,2/3/2015,21,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,35.83888067,,39.1665062,91.50%,,74.5092354,,,12.91,1.27,5.25453,0.915039
2/3/2015 17:00:00,2/3/2015 18:00:00,2/3/2015 22:00:00,2/3/2015,22,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,39.93262632,,42.31814232,94.36%,,51.05553816,,,17.75,1.27,2.684308,0.943629
2/3/2015 18:00:00,2/3/2015 19:00:00,2/3/2015 23:00:00,2/3/2015,23,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,39.88573783,,41.1894243,96.83%,,37.17213642,,,17.37,1.65,1.954371,0.968349
2/3/2015 19:00:00,2/3/2015 20:00:00,2/4/2015 0:00:00,2/4/2015,0,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,44.9461493,,46.9183137,95.80%,,48.16030185,,,21,1.13,2.176245,0.957966
2/3/2015 20:00:00,2/3/2015 21:00:00,2/4/2015 1:00:00,2/4/2015,1,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,131.0203744,,136.52335796,95.97%,,146.2535557,,,56.04,5.11,2.391718,0.959692
2/3/2015 21:00:00,2/3/2015 22:00:00,2/4/2015 2:00:00,2/4/2015,2,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,53.63619138,,70.7589334,75.80%,,53.62783335,,,15.43,9.14,2.182655,0.758013
2/3/2015 22:00:00,2/3/2015 23:00:00,2/4/2015 3:00:00,2/4/2015,3,PJMIIsched:2000,2,2,,,,,,,,2,-1.0000,-29.21,28.48938452,,55.10028996,51.70%,,61.23138686,,,19.58,2.93,2.720186,0.517046
2/3/2015 23:00:00,2/4/2015 0:00:00,2/4/2015 4:00:00,2/4/2015,4,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,48.25141426,,66.4517516,72.61%,,79.7505918,,,23.8,3.19,2.95482,0.726112
2/4/2015 0:00:00,2/4/2015 1:00:00,2/4/2015 5:00:00,2/4/2015,5,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,19.89625382,,36.09887114,55.12%,,32.62817674,,,9.73,3.33,2.498329,0.55116
2/4/2015 1:00:00,2/4/2015 2:00:00,2/4/2015 6:00:00,2/4/2015,6,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,30.58226781,,36.86160544,82.97%,,23.36988896,,,5.94,6.82,1.831496,0.829651
2/4/2015 2:00:00,2/4/2015 3:00:00,2/4/2015 7:00:00,2/4/2015,7,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,26.74774885,,28.4386846,94.05%,,18.5386644,,,5.87,4.81,1.73583,0.940541
2/4/2015 3:00:00,2/4/2015 4:00:00,2/4/2015 8:00:00,2/4/2015,8,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,22.85898765,,24.25084038,94.26%,,20.87827908,,,8.49,1.79,2.030961,0.942606
2/4/2015 4:00:00,2/4/2015 5:00:00,2/4/2015 9:00:00,2/4/2015,9,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,41.16380256,,43.51012982,94.61%,,34.35880162,,,8.73,5.33,2.443727,0.946074
2/4/2015 5:00:00,2/4/2015 6:00:00,2/4/2015 10:00:00,2/4/2015,10,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,40.32417899,,42.44203662,95.01%,,40.55581011,,,12.2,3.49,2.584819,0.9501
2/4/2015 6:00:00,2/4/2015 7:00:00,2/4/2015 11:00:00,2/4/2015,11,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,59.02449822,,62.6418788,94.23%,,72.60743685,,,28.27,1.24,2.460435,0.942253
2/4/2015 7:00:00,2/4/2015 8:00:00,2/4/2015 12:00:00,2/4/2015,12,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,192.4080926,,208.21290992,92.41%,,271.27813288,,,100.62,1.31,2.661416,0.924093
2/4/2015 8:00:00,2/4/2015 9:00:00,2/4/2015 13:00:00,2/4/2015,13,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,36.19630107,,45.22203046,80.04%,,37.55048177,,,19.86,1.57,1.752239,0.800413
2/4/2015 9:00:00,2/4/2015 10:00:00,2/4/2015 14:00:00,2/4/2015,14,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,51.70452815,,56.2066835,91.99%,,44.35813875,,,14.68,6.37,2.107275,0.9199
2/4/2015 10:00:00,2/4/2015 11:00:00,2/4/2015 15:00:00,2/4/2015,15,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,41.31879236,,44.26061864,93.35%,,38.56245133,,,10.61,4.52,2.548741,0.933534
2/4/2015 11:00:00,2/4/2015 12:00:00,2/4/2015 16:00:00,2/4/2015,16,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,156.1062674,,168.79236392,92.48%,,168.87038316,,,72.7,5.41,2.161956,0.924842
2/4/2015 12:00:00,2/4/2015 13:00:00,2/4/2015 17:00:00,2/4/2015,17,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,107.4974328,,113.652632,94.58%,,148.5497394,,,44.6,4,3.056579,0.945842
2/4/2015 13:00:00,2/4/2015 14:00:00,2/4/2015 18:00:00,2/4/2015,18,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,53.23354493,,56.54204622,94.15%,,56.02614288,,,16.59,4.37,2.673003,0.941486
2/4/2015 14:00:00,2/4/2015 15:00:00,2/4/2015 19:00:00,2/4/2015,19,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,54.11133731,,57.46011268,94.17%,,42.21482796,,,14.62,7.34,1.922351,0.94172
2/4/2015 15:00:00,2/4/2015 16:00:00,2/4/2015 20:00:00,2/4/2015,20,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,41.11052909,,61.81709096,66.50%,,45.60816507,,,9.77,8.44,2.504567,0.665035
2/4/2015 16:00:00,2/4/2015 17:00:00,2/4/2015 21:00:00,2/4/2015,21,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,55.35482656,,58.48506416,94.65%,,56.09293032,,,15.56,5.02,2.725604,0.946478
2/4/2015 17:00:00,2/4/2015 18:00:00,2/4/2015 22:00:00,2/4/2015,22,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,87.34195689,,96.57981632,90.44%,,106.80037968,,,33.97,5.26,2.722416,0.90435
2/4/2015 18:00:00,2/4/2015 19:00:00,2/4/2015 23:00:00,2/4/2015,23,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,52.31420695,,54.43567404,96.10%,,42.12273954,,,15.48,5.98,1.962849,0.961028
2/4/2015 19:00:00,2/4/2015 20:00:00,2/5/2015 0:00:00,2/5/2015,0,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,48.13456436,,49.43292,97.37%,,41.4068476,,,10.33,5.5,2.61572,0.973735
2/4/2015 20:00:00,2/4/2015 21:00:00,2/5/2015 1:00:00,2/5/2015,1,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,56.02463695,,57.58211808,97.30%,,50.2872924,,,15.54,5.56,2.383284,0.972952
2/4/2015 21:00:00,2/4/2015 22:00:00,2/5/2015 2:00:00,2/5/2015,2,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,51.66794443,,53.34230608,96.86%,,44.45243621,,,12.57,5.84,2.414581,0.968611
2/4/2015 22:00:00,2/4/2015 23:00:00,2/5/2015 3:00:00,2/5/2015,3,PJMIIsched:2000,2,2,,,,,,,,2,-1.0000,-25.79,48.59067583,,51.7743864,93.85%,,43.8604101,,,13.05,5.4,2.377258,0.938508
2/4/2015 23:00:00,2/5/2015 0:00:00,2/5/2015 4:00:00,2/5/2015,4,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,50.6455663,,53.0064192,95.55%,,52.5388878,,,13.16,4.48,2.978395,0.955461
2/5/2015 0:00:00,2/5/2015 1:00:00,2/5/2015 5:00:00,2/5/2015,5,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,0,,189.4328602,0.00%,,258.8828697,,,91.76,1.06,2.789085,0.96935
2/5/2015 1:00:00,2/5/2015 2:00:00,2/5/2015 6:00:00,2/5/2015,6,PJMIIsched:2000,2,2,,,,,,,,2,-1.0000,-23.8,0,,196.27818064,0.00%,,281.46675032,,,90,2.68,3.036974,0.958888
