Datetime EST HB,Datetime EST HE,Datetime GMT HB,Date GMT,HB GMT,Mango Readable," MW
Online","Bid Amount
","PJM II
MW Out Unplanned",Mango Readable,Mango Readable,Mango Readable,Mango Readable,"PJM II
MW Out Planned",Comments,"PJM Accepted Availability
mwh_available","energy_losses
(MWh)","energy_cost
$","gross_revenue
[RMCP Revenue]
$","other_charge
$",potential_revenue,revenue_capture,Latest Update,"
hrly_dam_reg_mcp
[(RMCCP+RMPCP) x BF]
$","
Injections
MWh","Reprocess
Data From",RMCCP,RMPCP,Benefits Factor,Hrly Perf Score
2/23/2015 19:00:00,2/23/2015 20:00:00,2/24/2015 0:00:00,2/24/2015,0,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,49.098217,,60.2,81.56%,,68.2307703,,,30.1,0,2.266803,0.815585
2/23/2015 20:00:00,2/23/2015 21:00:00,2/24/2015 1:00:00,2/24/2015,1,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,85.02765013,,96.46371266,88.14%,,86.9262732,,,45.13,1.67,1.857399,0.881447
2/23/2015 21:00:00,2/23/2015 22:00:00,2/24/2015 2:00:00,2/24/2015,2,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,207.6098797,,299.83359702,69.24%,,450.83759193,,,141.18,2.79,3.131469,0.692417
2/23/2015 22:00:00,2/23/2015 23:00:00,2/24/2015 3:00:00,2/24/2015,3,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,150.3238581,,180.04431296,83.49%,,225.66662976,,,73.12,5.92,2.855094,0.834927
2/23/2015 23:00:00,2/24/2015 0:00:00,2/24/2015 4:00:00,2/24/2015,4,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,316.7307895,,339.6689751,93.25%,,582.25722245,,,152.78,4.61,3.699455,0.932469
2/24/2015 0:00:00,2/24/2015 1:00:00,2/24/2015 5:00:00,2/24/2015,5,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,154.2081416,,163.1740671,94.51%,,117.3925368,,,74.25,4.95,1.482229,0.945053
2/24/2015 1:00:00,2/24/2015 2:00:00,2/24/2015 6:00:00,2/24/2015,6,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,190.1783484,,200.80325,94.71%,,417.2295,,,79.58,4.18,4.98125,0.947088
2/24/2015 2:00:00,2/24/2015 3:00:00,2/24/2015 7:00:00,2/24/2015,7,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,124.8379017,,132.15604254,94.46%,,117.20064828,,,60.41,3.07,1.846261,0.944625
2/24/2015 3:00:00,2/24/2015 4:00:00,2/24/2015 8:00:00,2/24/2015,8,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,229.5090401,,243.16056032,94.39%,,214.25089096,,,109.7,6.44,1.844764,0.943858
2/24/2015 4:00:00,2/24/2015 5:00:00,2/24/2015 9:00:00,2/24/2015,9,PJMIIsched:2000,2,2,,,,,,,,2,-1.0000,-234.41,311.6361302,,330.82672694,94.20%,,265.5867473,,,156.91,5.19,1.638413,0.941992
2/24/2015 5:00:00,2/24/2015 6:00:00,2/24/2015 10:00:00,2/24/2015,10,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,392.8882141,,424.64714976,92.52%,,986.17909536,,,199.44,2.64,4.880142,0.925211
2/24/2015 6:00:00,2/24/2015 7:00:00,2/24/2015 11:00:00,2/24/2015,11,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,347.8568477,,398.61532768,87.27%,,826.06033136,,,195.48,0.91,4.206224,0.872663
2/24/2015 7:00:00,2/24/2015 8:00:00,2/24/2015 12:00:00,2/24/2015,12,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,140.9145494,,149.94897514,93.98%,,287.08050371,,,72.34,0.67,3.932071,0.93975
2/24/2015 8:00:00,2/24/2015 9:00:00,2/24/2015 13:00:00,2/24/2015,13,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,23.1832313,,25.59041972,90.59%,,69.42819019,,,9.63,0.46,6.880891,0.905934
2/24/2015 9:00:00,2/24/2015 10:00:00,2/24/2015 14:00:00,2/24/2015,14,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,119.8968608,,127.36233122,94.14%,,123.89045076,,,60.55,1.57,1.994373,0.941384
2/24/2015 10:00:00,2/24/2015 11:00:00,2/24/2015 15:00:00,2/24/2015,15,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,140.109215,,149.64153016,93.63%,,151.04562388,,,71.6,1.56,2.064593,0.936299
2/24/2015 11:00:00,2/24/2015 12:00:00,2/24/2015 16:00:00,2/24/2015,16,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,178.0022915,,188.96028752,94.20%,,275.6139868,,,78.66,4.79,3.302744,0.942009
2/24/2015 12:00:00,2/24/2015 13:00:00,2/24/2015 17:00:00,2/24/2015,17,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,85.66589602,,90.72797252,94.42%,,208.84861228,,,42.81,0.53,4.818842,0.944206
2/24/2015 13:00:00,2/24/2015 14:00:00,2/24/2015 18:00:00,2/24/2015,18,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,96.55658347,,104.66021456,92.26%,,105.03383264,,,32.89,7.47,2.602424,0.922572
2/24/2015 14:00:00,2/24/2015 15:00:00,2/24/2015 19:00:00,2/24/2015,19,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,92.75612084,,99.3785057,93.34%,,86.2666546,,,30.75,8.65,2.189509,0.933362
2/24/2015 15:00:00,2/24/2015 16:00:00,2/24/2015 20:00:00,2/24/2015,20,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,113.7340559,,124.60865302,91.27%,,122.66742247,,,46.52,6.87,2.297573,0.91273
2/24/2015 16:00:00,2/24/2015 17:00:00,2/24/2015 21:00:00,2/24/2015,21,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,411.1667879,,448.94212516,91.59%,,583.27300461,,,208.07,6.02,2.724429,0.915857
2/24/2015 17:00:00,2/24/2015 18:00:00,2/24/2015 22:00:00,2/24/2015,22,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,65.74819349,,69.84027488,94.14%,,62.63903088,,,29.36,2.86,1.944104,0.941408
2/24/2015 18:00:00,2/24/2015 19:00:00,2/24/2015 23:00:00,2/24/2015,23,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,107.1842857,,131.45429842,81.54%,,135.50473529,,,61.92,1.79,2.126899,0.815373
2/24/2015 19:00:00,2/24/2015 20:00:00,2/25/2015 0:00:00,2/25/2015,0,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,90.43731385,,105.63539504,85.61%,,131.62636564,,,49.01,1.46,2.608012,0.856127
2/24/2015 20:00:00,2/24/2015 21:00:00,2/25/2015 1:00:00,2/25/2015,1,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,150.974603,,201.7268626,74.84%,,432.11250995,,,84.65,3.3,4.913161,0.748411
2/24/2015 21:00:00,2/24/2015 22:00:00,2/25/2015 2:00:00,2/25/2015,2,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,204.5584363,,218.03844512,93.82%,,264.71280054,,,84.73,8.56,2.837526,0.938176
2/24/2015 22:00:00,2/24/2015 23:00:00,2/25/2015 3:00:00,2/25/2015,3,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,72.94654633,,79.34276318,91.94%,,65.81247701,,,25.18,7.11,2.038169,0.919385
2/24/2015 23:00:00,2/25/2015 0:00:00,2/25/2015 4:00:00,2/25/2015,4,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,126.9077118,,150.26915584,84.45%,,230.86152912,,,55.7,5.12,3.795816,0.844536
2/25/2015 0:00:00,2/25/2015 1:00:00,2/25/2015 5:00:00,2/25/2015,5,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,92.91052417,,102.02380012,91.07%,,103.34914736,,,40.3,4.66,2.298691,0.910675
2/25/2015 1:00:00,2/25/2015 2:00:00,2/25/2015 6:00:00,2/25/2015,6,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,227.4945151,,248.40879696,91.58%,,263.71193352,,,121.28,1.36,2.150293,0.915807
2/25/2015 2:00:00,2/25/2015 3:00:00,2/25/2015 7:00:00,2/25/2015,7,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,41.57134029,,45.32013088,91.73%,,45.12320864,,,20.7,0.94,2.085176,0.917282
2/25/2015 3:00:00,2/25/2015 4:00:00,2/25/2015 8:00:00,2/25/2015,8,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,244.5756221,,263.98,92.65%,,298.62658306,,,131.99,0,2.262494,0.926493
2/25/2015 4:00:00,2/25/2015 5:00:00,2/25/2015 9:00:00,2/25/2015,9,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,57.30951534,,60.58946546,94.59%,,49.28507748,,,24.25,3.39,1.783107,0.945866
2/25/2015 5:00:00,2/25/2015 6:00:00,2/25/2015 10:00:00,2/25/2015,10,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,351.1745361,,371.84896682,94.44%,,398.9309337,,,163.27,9.83,2.304627,0.944401
2/25/2015 6:00:00,2/25/2015 7:00:00,2/25/2015 11:00:00,2/25/2015,11,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,84.16613771,,89.34663426,94.20%,,121.54242519,,,33.42,3.41,3.300093,0.942018
2/25/2015 7:00:00,2/25/2015 8:00:00,2/25/2015 12:00:00,2/25/2015,12,PJMIIsched:2000,2,2,,,,,,,,2,-1.0000,-91.8,223.0530562,,239.18949724,93.25%,,659.65886136,,,82.57,4.91,7.540682,0.932537
2/25/2015 8:00:00,2/25/2015 9:00:00,2/25/2015 13:00:00,2/25/2015,13,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,153.3231534,,162.00945224,94.64%,,202.00227747,,,57.55,7.56,3.102477,0.946384
2/25/2015 9:00:00,2/25/2015 10:00:00,2/25/2015 14:00:00,2/25/2015,14,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,149.3338359,,159.02142086,93.91%,,152.31917229,,,62.62,7.81,2.162703,0.93908
2/25/2015 10:00:00,2/25/2015 11:00:00,2/25/2015 15:00:00,2/25/2015,15,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,132.8566095,,140.25151066,94.73%,,132.22798274,,,57.17,6.21,2.086273,0.947274
2/25/2015 11:00:00,2/25/2015 12:00:00,2/25/2015 16:00:00,2/25/2015,16,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,156.7179468,,166.30739764,94.23%,,174.26053244,,,67.91,6.51,2.341582,0.942339
2/25/2015 12:00:00,2/25/2015 13:00:00,2/25/2015 17:00:00,2/25/2015,17,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,141.7225352,,150.19853916,94.36%,,150.55673409,,,58.47,7.26,2.290533,0.943568
2/25/2015 13:00:00,2/25/2015 14:00:00,2/25/2015 18:00:00,2/25/2015,18,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,96.20386591,,101.95753344,94.36%,,105.63912128,,,36.26,5.87,2.507456,0.943568
2/25/2015 14:00:00,2/25/2015 15:00:00,2/25/2015 19:00:00,2/25/2015,19,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,85.10056263,,90.90279728,93.62%,,81.15465168,,,28.21,7.61,2.265624,0.936171
2/25/2015 15:00:00,2/25/2015 16:00:00,2/25/2015 20:00:00,2/25/2015,20,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,86.19559463,,91.35001948,94.36%,,96.67203876,,,29.78,5.86,2.712459,0.943575
2/25/2015 16:00:00,2/25/2015 17:00:00,2/25/2015 21:00:00,2/25/2015,21,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,105.504273,,114.77911408,91.92%,,114.9370224,,,38.96,7.44,2.477091,0.919194
2/25/2015 17:00:00,2/25/2015 18:00:00,2/25/2015 22:00:00,2/25/2015,22,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,122.1056807,,166.82266216,73.19%,,175.88298876,,,67.18,6.83,2.376476,0.731949
2/25/2015 18:00:00,2/25/2015 19:00:00,2/25/2015 23:00:00,2/25/2015,23,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,166.0736103,,283.76960988,58.52%,,267.63573342,,,138.72,1.66,1.906509,0.585241
2/25/2015 19:00:00,2/25/2015 20:00:00,2/26/2015 0:00:00,2/26/2015,0,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,87.47329236,,103.9989304,84.11%,,106.1853632,,,49.55,1.17,2.09356,0.841098
2/25/2015 20:00:00,2/25/2015 21:00:00,2/26/2015 1:00:00,2/26/2015,1,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,23.04321576,,34.66,66.48%,,43.22523119,,,17.33,0,2.494243,0.664836
2/25/2015 21:00:00,2/25/2015 22:00:00,2/26/2015 2:00:00,2/26/2015,2,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,149.9477237,,161.8032064,92.67%,,208.2696392,,,63.9,5.68,2.99324,0.926729
2/25/2015 22:00:00,2/25/2015 23:00:00,2/26/2015 3:00:00,2/26/2015,3,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,157.54747,,166.3576023,94.70%,,190.91777607,,,60.52,8.15,2.780221,0.947041
2/25/2015 23:00:00,2/26/2015 0:00:00,2/26/2015 4:00:00,2/26/2015,4,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,97.15475332,,104.6467264,92.84%,,152.21039184,,,29.54,5.2,4.381416,0.928407
2/26/2015 0:00:00,2/26/2015 1:00:00,2/26/2015 5:00:00,2/26/2015,5,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,38.00338967,,40.36172528,94.16%,,34.90872208,,,17.07,1.67,1.862792,0.94157
2/26/2015 1:00:00,2/26/2015 2:00:00,2/26/2015 6:00:00,2/26/2015,6,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,21.67191967,,22.82417534,94.95%,,19.17994505,,,11.26,0.09,1.689863,0.949516
2/26/2015 2:00:00,2/26/2015 3:00:00,2/26/2015 7:00:00,2/26/2015,7,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,12.485286,,13.2,94.59%,,8.5288368,,,6.6,0,1.292248,0.945855
2/26/2015 3:00:00,2/26/2015 4:00:00,2/26/2015 8:00:00,2/26/2015,8,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,45.41149311,,50.4618122,89.99%,,42.99997476,,,25.06,0.1,1.709061,0.899918
2/26/2015 4:00:00,2/26/2015 5:00:00,2/26/2015 9:00:00,2/26/2015,9,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,32.66376078,,37.66,86.73%,,32.11537469,,,18.83,0,1.705543,0.867333
2/26/2015 5:00:00,2/26/2015 6:00:00,2/26/2015 10:00:00,2/26/2015,10,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,46.02932767,,48.64543026,94.62%,,36.6553779,,,12.03,6.07,2.025159,0.946221
2/26/2015 6:00:00,2/26/2015 7:00:00,2/26/2015 11:00:00,2/26/2015,11,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,104.2689842,,111.7439864,93.31%,,177.21687296,,,52.39,1.05,3.316184,0.933106
2/26/2015 7:00:00,2/26/2015 8:00:00,2/26/2015 12:00:00,2/26/2015,12,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,7.476981888,,8.32579688,89.80%,,8.0690652,,,0.82,0.58,5.763618,0.89805
2/26/2015 8:00:00,2/26/2015 9:00:00,2/26/2015 13:00:00,2/26/2015,13,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,62.15060525,,69.3588639,89.61%,,89.65308396,,,30.93,1.35,2.777357,0.896073
2/26/2015 9:00:00,2/26/2015 10:00:00,2/26/2015 14:00:00,2/26/2015,14,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,79.89102263,,86.234334,92.64%,,416.104054,,,39.91,0.31,10.3457,0.926441
2/26/2015 10:00:00,2/26/2015 11:00:00,2/26/2015 15:00:00,2/26/2015,15,PJMIIsched:2000,2,2,,,,,,,,2,-1.0000,-139.44,152.3461751,,161.39648288,94.39%,,172.71604776,,,70.51,4.42,2.305032,0.943925
2/26/2015 11:00:00,2/26/2015 12:00:00,2/26/2015 16:00:00,2/26/2015,16,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,129.2814513,,137.1722871,94.25%,,134.8594224,,,60.43,3.89,2.096695,0.942475
2/26/2015 12:00:00,2/26/2015 13:00:00,2/26/2015 17:00:00,2/26/2015,17,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,180.8448289,,191.69759662,94.34%,,196.9786493,,,81.83,6.27,2.235853,0.943386
2/26/2015 13:00:00,2/26/2015 14:00:00,2/26/2015 18:00:00,2/26/2015,18,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,162.1102876,,172.94401984,93.74%,,183.5600706,,,60.68,9.92,2.600001,0.937357
2/26/2015 14:00:00,2/26/2015 15:00:00,2/26/2015 19:00:00,2/26/2015,19,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,110.1038946,,118.25306832,93.11%,,168.61782192,,,36.99,5.59,3.960024,0.931087
2/26/2015 15:00:00,2/26/2015 16:00:00,2/26/2015 20:00:00,2/26/2015,20,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,128.4938984,,142.79225836,89.99%,,129.0366623,,,51.84,9.26,2.111893,0.899866
2/26/2015 16:00:00,2/26/2015 17:00:00,2/26/2015 21:00:00,2/26/2015,21,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,83.14357476,,98.6072646,84.32%,,176.11821348,,,31.43,3.55,5.034826,0.843179
2/26/2015 17:00:00,2/26/2015 18:00:00,2/26/2015 22:00:00,2/26/2015,22,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,247.7598284,,290.64918472,85.24%,,340.60425794,,,141.42,1.64,2.380849,0.852436
2/26/2015 18:00:00,2/26/2015 19:00:00,2/26/2015 23:00:00,2/26/2015,23,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,139.8498407,,191.4474052,73.05%,,295.19467185,,,92.05,1.16,3.166985,0.730487
2/26/2015 19:00:00,2/26/2015 20:00:00,2/27/2015 0:00:00,2/27/2015,0,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,259.8198678,,278.57791144,93.27%,,391.49917372,,,123.5,5.19,3.042188,0.932665
2/26/2015 20:00:00,2/26/2015 21:00:00,2/27/2015 1:00:00,2/27/2015,1,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,159.3544863,,169.35327288,94.10%,,163.67655744,,,71.5,6.26,2.104894,0.940959
2/26/2015 21:00:00,2/26/2015 22:00:00,2/27/2015 2:00:00,2/27/2015,2,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,316.7354642,,338.133932,93.67%,,431.24488197,,,152.77,6,2.716161,0.936716
2/26/2015 22:00:00,2/26/2015 23:00:00,2/27/2015 3:00:00,2/27/2015,3,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,362.6398323,,411.89506832,88.04%,,453.8094456,,,178.03,11.67,2.392248,0.880418
2/26/2015 23:00:00,2/27/2015 0:00:00,2/27/2015 4:00:00,2/27/2015,4,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,118.790503,,125.25860694,94.84%,,124.92832596,,,39.03,9.09,2.596183,0.948362
2/27/2015 0:00:00,2/27/2015 1:00:00,2/27/2015 5:00:00,2/27/2015,5,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,68.65373472,,72.64,94.51%,,100.36458144,,,36.32,0,2.763342,0.945123
2/27/2015 1:00:00,2/27/2015 2:00:00,2/27/2015 6:00:00,2/27/2015,6,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,85.64345685,,91.1547651,93.95%,,85.64235015,,,35.76,4.63,2.120385,0.939539
2/27/2015 2:00:00,2/27/2015 3:00:00,2/27/2015 7:00:00,2/27/2015,7,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,130.3825016,,137.67050264,94.71%,,149.36441052,,,53.2,6.22,2.513706,0.947062
2/27/2015 3:00:00,2/27/2015 4:00:00,2/27/2015 8:00:00,2/27/2015,8,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,66.90068506,,70.5251116,94.86%,,88.0528542,,,27.92,2.54,2.89077,0.948608
2/27/2015 4:00:00,2/27/2015 5:00:00,2/27/2015 9:00:00,2/27/2015,9,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,62.14066781,,66.67539476,93.20%,,55.83615961,,,19.09,6.54,2.178547,0.931988
2/27/2015 5:00:00,2/27/2015 6:00:00,2/27/2015 10:00:00,2/27/2015,10,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,80.45738433,,85.58749902,94.01%,,89.97496134,,,30.01,4.97,2.572183,0.94006
2/27/2015 6:00:00,2/27/2015 7:00:00,2/27/2015 11:00:00,2/27/2015,11,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,137.6904319,,159.11181462,86.54%,,143.71260645,,,76.26,1.79,1.841289,0.865369
2/27/2015 7:00:00,2/27/2015 8:00:00,2/27/2015 12:00:00,2/27/2015,12,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,11.25932897,,12.02117066,93.66%,,14.3193453,,,3.11,0.79,3.671627,0.936625
2/27/2015 8:00:00,2/27/2015 9:00:00,2/27/2015 13:00:00,2/27/2015,13,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,9.544642834,,10.46343726,91.22%,,9.02574288,,,2.25,1.11,2.686233,0.91219
2/27/2015 9:00:00,2/27/2015 10:00:00,2/27/2015 14:00:00,2/27/2015,14,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,8.931907041,,9.61222164,92.92%,,6.65064816,,,1.63,1.49,2.131618,0.929224
2/27/2015 10:00:00,2/27/2015 11:00:00,2/27/2015 15:00:00,2/27/2015,15,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,74.75364916,,80.5977084,92.75%,,94.29566784,,,37.62,1.1,2.435322,0.927491
2/27/2015 11:00:00,2/27/2015 12:00:00,2/27/2015 16:00:00,2/27/2015,16,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,69.08911419,,73.94872886,93.43%,,69.78755208,,,30.05,3.31,2.091953,0.934284
2/27/2015 12:00:00,2/27/2015 13:00:00,2/27/2015 17:00:00,2/27/2015,17,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,83.6274728,,90.089988,92.83%,,74.64022695,,,29.93,7.6,1.988815,0.928266
2/27/2015 13:00:00,2/27/2015 14:00:00,2/27/2015 18:00:00,2/27/2015,18,PJMIIsched:2000,2,2,,,,,,,,2,-1.0000,-33.4,73.10240281,,77.4044656,94.44%,,83.80049436,,,23.54,5.2,2.915814,0.944421
2/27/2015 14:00:00,2/27/2015 15:00:00,2/27/2015 19:00:00,2/27/2015,19,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,99.37760349,,105.86907148,93.87%,,114.53979944,,,36.1,6.22,2.706517,0.938684
2/27/2015 15:00:00,2/27/2015 16:00:00,2/27/2015 20:00:00,2/27/2015,20,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,79.14957549,,84.4712652,93.70%,,67.06316292,,,24.84,8.7,1.999498,0.937
2/27/2015 16:00:00,2/27/2015 17:00:00,2/27/2015 21:00:00,2/27/2015,21,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,82.07304289,,87.6812215,93.60%,,77.1438539,,,29.17,6.85,2.141695,0.936039
2/27/2015 17:00:00,2/27/2015 18:00:00,2/27/2015 22:00:00,2/27/2015,22,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,126.4407701,,141.71796698,89.22%,,286.439188,,,67.11,0.89,4.212341,0.8922
2/27/2015 18:00:00,2/27/2015 19:00:00,2/27/2015 23:00:00,2/27/2015,23,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,67.54497001,,74.35065744,90.85%,,73.01523912,,,33.6,1.73,2.066664,0.908465
2/27/2015 19:00:00,2/27/2015 20:00:00,2/28/2015 0:00:00,2/28/2015,0,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,24.71670086,,27.12026112,91.14%,,39.72095616,,,10.35,0.91,3.527616,0.911374
2/27/2015 20:00:00,2/27/2015 21:00:00,2/28/2015 1:00:00,2/28/2015,1,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,167.580115,,177.20388056,94.57%,,180.99169062,,,84.97,1.74,2.087322,0.945691
2/27/2015 21:00:00,2/27/2015 22:00:00,2/28/2015 2:00:00,2/28/2015,2,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,56.11268387,,59.50607744,94.30%,,48.64581472,,,26.75,1.76,1.706272,0.942974
2/27/2015 22:00:00,2/27/2015 23:00:00,2/28/2015 3:00:00,2/28/2015,3,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,249.495884,,263.4998469,94.69%,,242.03966735,,,119.42,6.41,1.923545,0.946854
2/27/2015 23:00:00,2/28/2015 0:00:00,2/28/2015 4:00:00,2/28/2015,4,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,243.3409807,,259.67145904,93.71%,,215.15717496,,,118.16,6.78,1.722084,0.937111
2/28/2015 0:00:00,2/28/2015 1:00:00,2/28/2015 5:00:00,2/28/2015,5,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,117.048994,,206,56.82%,,331.089998,,,103,0,3.214466,0.568199
2/28/2015 1:00:00,2/28/2015 2:00:00,2/28/2015 6:00:00,2/28/2015,6,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,1.0316999,,1.1,93.79%,,0.96271285,,,0.55,0,1.750387,0.937909
2/28/2015 2:00:00,2/28/2015 3:00:00,2/28/2015 7:00:00,2/28/2015,7,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,0.76520604,,1.02,75.02%,,3.3169176,,,0.51,0,6.50376,0.750202
2/28/2015 3:00:00,2/28/2015 4:00:00,2/28/2015 8:00:00,2/28/2015,8,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,0.01629258,,0.02,81.46%,,0.01390396,,,0.01,0,1.390396,0.814629
2/28/2015 4:00:00,2/28/2015 5:00:00,2/28/2015 9:00:00,2/28/2015,9,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,0.1691478,,0.18,93.97%,,0.15949359,,,0.09,0,1.772151,0.93971
2/28/2015 5:00:00,2/28/2015 6:00:00,2/28/2015 10:00:00,2/28/2015,10,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,104.5462692,,112.78693372,92.69%,,139.49213642,,,56.22,0.07,2.478098,0.926936
2/28/2015 6:00:00,2/28/2015 7:00:00,2/28/2015 11:00:00,2/28/2015,11,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,199.1454777,,212.05134672,93.91%,,314.20980864,,,103.71,0.77,3.007368,0.939138
2/28/2015 7:00:00,2/28/2015 8:00:00,2/28/2015 12:00:00,2/28/2015,12,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,121.3150551,,134.429455,90.24%,,175.03776134,,,60.24,2.5,2.789891,0.902444
2/28/2015 8:00:00,2/28/2015 9:00:00,2/28/2015 13:00:00,2/28/2015,13,PJMIIsched:2000,2,2,,,,,,,,2,0.0000,0,112.2034672,,123.39638292,90.93%,,161.84987379,,,53.61,2.82,2.868153,0.909293
