,Datetime EST HE,Datetime GMT HB,Date GMT,HB GMT,Mango Readable,20,"Bid Amount
","TAIT
MW Out Unplanned",Mango Readable,Mango Readable,Mango Readable,Mango Readable,"TAIT
MW Out Planned",Comments,"PJM Accepted Availability
mwh_available","energy_losses
(MWh)","energy_cost
$","gross_revenue
[RMCP Revenue]
$","other_charge
$",potential_revenue,revenue_capture,Latest Update,"
hrly_dam_reg_mcp
[(RMCCP+RMPCP) x BF]
$","
Injections
MWh","Reprocess
Data From",RMCCP,RMPCP,Benefits Factor,Hrly Perf Score
5/17/2014 4:00:00,5/17/2014 5:00:00,5/17/2014 9:00:00,5/17/2014,9,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/17/2014 5:00:00,5/17/2014 6:00:00,5/17/2014 10:00:00,5/17/2014,10,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/17/2014 6:00:00,5/17/2014 7:00:00,5/17/2014 11:00:00,5/17/2014,11,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/17/2014 7:00:00,5/17/2014 8:00:00,5/17/2014 12:00:00,5/17/2014,12,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/17/2014 8:00:00,5/17/2014 9:00:00,5/17/2014 13:00:00,5/17/2014,13,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/17/2014 9:00:00,5/17/2014 10:00:00,5/17/2014 14:00:00,5/17/2014,14,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/17/2014 10:00:00,5/17/2014 11:00:00,5/17/2014 15:00:00,5/17/2014,15,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/17/2014 11:00:00,5/17/2014 12:00:00,5/17/2014 16:00:00,5/17/2014,16,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/17/2014 12:00:00,5/17/2014 13:00:00,5/17/2014 17:00:00,5/17/2014,17,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/17/2014 13:00:00,5/17/2014 14:00:00,5/17/2014 18:00:00,5/17/2014,18,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/17/2014 14:00:00,5/17/2014 15:00:00,5/17/2014 19:00:00,5/17/2014,19,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/17/2014 15:00:00,5/17/2014 16:00:00,5/17/2014 20:00:00,5/17/2014,20,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/17/2014 16:00:00,5/17/2014 17:00:00,5/17/2014 21:00:00,5/17/2014,21,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/17/2014 17:00:00,5/17/2014 18:00:00,5/17/2014 22:00:00,5/17/2014,22,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/17/2014 18:00:00,5/17/2014 19:00:00,5/17/2014 23:00:00,5/17/2014,23,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/17/2014 19:00:00,5/17/2014 20:00:00,5/18/2014 0:00:00,5/18/2014,0,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/17/2014 20:00:00,5/17/2014 21:00:00,5/18/2014 1:00:00,5/18/2014,1,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/17/2014 21:00:00,5/17/2014 22:00:00,5/18/2014 2:00:00,5/18/2014,2,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/17/2014 22:00:00,5/17/2014 23:00:00,5/18/2014 3:00:00,5/18/2014,3,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/17/2014 23:00:00,5/18/2014 0:00:00,5/18/2014 4:00:00,5/18/2014,4,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/18/2014 0:00:00,5/18/2014 1:00:00,5/18/2014 5:00:00,5/18/2014,5,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/18/2014 1:00:00,5/18/2014 2:00:00,5/18/2014 6:00:00,5/18/2014,6,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/18/2014 2:00:00,5/18/2014 3:00:00,5/18/2014 7:00:00,5/18/2014,7,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/18/2014 3:00:00,5/18/2014 4:00:00,5/18/2014 8:00:00,5/18/2014,8,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/18/2014 4:00:00,5/18/2014 5:00:00,5/18/2014 9:00:00,5/18/2014,9,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/18/2014 5:00:00,5/18/2014 6:00:00,5/18/2014 10:00:00,5/18/2014,10,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/18/2014 6:00:00,5/18/2014 7:00:00,5/18/2014 11:00:00,5/18/2014,11,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/18/2014 7:00:00,5/18/2014 8:00:00,5/18/2014 12:00:00,5/18/2014,12,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/18/2014 8:00:00,5/18/2014 9:00:00,5/18/2014 13:00:00,5/18/2014,13,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/18/2014 9:00:00,5/18/2014 10:00:00,5/18/2014 14:00:00,5/18/2014,14,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/18/2014 10:00:00,5/18/2014 11:00:00,5/18/2014 15:00:00,5/18/2014,15,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/18/2014 11:00:00,5/18/2014 12:00:00,5/18/2014 16:00:00,5/18/2014,16,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/18/2014 12:00:00,5/18/2014 13:00:00,5/18/2014 17:00:00,5/18/2014,17,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/18/2014 13:00:00,5/18/2014 14:00:00,5/18/2014 18:00:00,5/18/2014,18,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/18/2014 14:00:00,5/18/2014 15:00:00,5/18/2014 19:00:00,5/18/2014,19,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/18/2014 15:00:00,5/18/2014 16:00:00,5/18/2014 20:00:00,5/18/2014,20,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/18/2014 16:00:00,5/18/2014 17:00:00,5/18/2014 21:00:00,5/18/2014,21,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/18/2014 17:00:00,5/18/2014 18:00:00,5/18/2014 22:00:00,5/18/2014,22,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/18/2014 18:00:00,5/18/2014 19:00:00,5/18/2014 23:00:00,5/18/2014,23,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/18/2014 19:00:00,5/18/2014 20:00:00,5/19/2014 0:00:00,5/19/2014,0,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/18/2014 20:00:00,5/18/2014 21:00:00,5/19/2014 1:00:00,5/19/2014,1,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/18/2014 21:00:00,5/18/2014 22:00:00,5/19/2014 2:00:00,5/19/2014,2,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/18/2014 22:00:00,5/18/2014 23:00:00,5/19/2014 3:00:00,5/19/2014,3,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/18/2014 23:00:00,5/19/2014 0:00:00,5/19/2014 4:00:00,5/19/2014,4,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/19/2014 0:00:00,5/19/2014 1:00:00,5/19/2014 5:00:00,5/19/2014,5,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/19/2014 1:00:00,5/19/2014 2:00:00,5/19/2014 6:00:00,5/19/2014,6,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/19/2014 2:00:00,5/19/2014 3:00:00,5/19/2014 7:00:00,5/19/2014,7,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/19/2014 3:00:00,5/19/2014 4:00:00,5/19/2014 8:00:00,5/19/2014,8,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/19/2014 4:00:00,5/19/2014 5:00:00,5/19/2014 9:00:00,5/19/2014,9,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/19/2014 5:00:00,5/19/2014 6:00:00,5/19/2014 10:00:00,5/19/2014,10,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/19/2014 6:00:00,5/19/2014 7:00:00,5/19/2014 11:00:00,5/19/2014,11,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/19/2014 7:00:00,5/19/2014 8:00:00,5/19/2014 12:00:00,5/19/2014,12,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/19/2014 8:00:00,5/19/2014 9:00:00,5/19/2014 13:00:00,5/19/2014,13,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/19/2014 9:00:00,5/19/2014 10:00:00,5/19/2014 14:00:00,5/19/2014,14,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/19/2014 10:00:00,5/19/2014 11:00:00,5/19/2014 15:00:00,5/19/2014,15,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/19/2014 11:00:00,5/19/2014 12:00:00,5/19/2014 16:00:00,5/19/2014,16,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/19/2014 12:00:00,5/19/2014 13:00:00,5/19/2014 17:00:00,5/19/2014,17,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/19/2014 13:00:00,5/19/2014 14:00:00,5/19/2014 18:00:00,5/19/2014,18,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/19/2014 14:00:00,5/19/2014 15:00:00,5/19/2014 19:00:00,5/19/2014,19,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/19/2014 15:00:00,5/19/2014 16:00:00,5/19/2014 20:00:00,5/19/2014,20,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/19/2014 16:00:00,5/19/2014 17:00:00,5/19/2014 21:00:00,5/19/2014,21,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/19/2014 17:00:00,5/19/2014 18:00:00,5/19/2014 22:00:00,5/19/2014,22,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/19/2014 18:00:00,5/19/2014 19:00:00,5/19/2014 23:00:00,5/19/2014,23,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/19/2014 19:00:00,5/19/2014 20:00:00,5/20/2014 0:00:00,5/20/2014,0,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/19/2014 20:00:00,5/19/2014 21:00:00,5/20/2014 1:00:00,5/20/2014,1,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/19/2014 21:00:00,5/19/2014 22:00:00,5/20/2014 2:00:00,5/20/2014,2,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/19/2014 22:00:00,5/19/2014 23:00:00,5/20/2014 3:00:00,5/20/2014,3,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/19/2014 23:00:00,5/20/2014 0:00:00,5/20/2014 4:00:00,5/20/2014,4,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/20/2014 0:00:00,5/20/2014 1:00:00,5/20/2014 5:00:00,5/20/2014,5,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/20/2014 1:00:00,5/20/2014 2:00:00,5/20/2014 6:00:00,5/20/2014,6,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/20/2014 2:00:00,5/20/2014 3:00:00,5/20/2014 7:00:00,5/20/2014,7,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/20/2014 3:00:00,5/20/2014 4:00:00,5/20/2014 8:00:00,5/20/2014,8,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/20/2014 4:00:00,5/20/2014 5:00:00,5/20/2014 9:00:00,5/20/2014,9,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/20/2014 5:00:00,5/20/2014 6:00:00,5/20/2014 10:00:00,5/20/2014,10,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/20/2014 6:00:00,5/20/2014 7:00:00,5/20/2014 11:00:00,5/20/2014,11,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/20/2014 7:00:00,5/20/2014 8:00:00,5/20/2014 12:00:00,5/20/2014,12,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/20/2014 8:00:00,5/20/2014 9:00:00,5/20/2014 13:00:00,5/20/2014,13,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/20/2014 9:00:00,5/20/2014 10:00:00,5/20/2014 14:00:00,5/20/2014,14,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/20/2014 10:00:00,5/20/2014 11:00:00,5/20/2014 15:00:00,5/20/2014,15,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/20/2014 11:00:00,5/20/2014 12:00:00,5/20/2014 16:00:00,5/20/2014,16,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/20/2014 12:00:00,5/20/2014 13:00:00,5/20/2014 17:00:00,5/20/2014,17,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/20/2014 13:00:00,5/20/2014 14:00:00,5/20/2014 18:00:00,5/20/2014,18,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/20/2014 14:00:00,5/20/2014 15:00:00,5/20/2014 19:00:00,5/20/2014,19,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/20/2014 15:00:00,5/20/2014 16:00:00,5/20/2014 20:00:00,5/20/2014,20,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/20/2014 16:00:00,5/20/2014 17:00:00,5/20/2014 21:00:00,5/20/2014,21,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/20/2014 17:00:00,5/20/2014 18:00:00,5/20/2014 22:00:00,5/20/2014,22,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/20/2014 18:00:00,5/20/2014 19:00:00,5/20/2014 23:00:00,5/20/2014,23,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/20/2014 19:00:00,5/20/2014 20:00:00,5/21/2014 0:00:00,5/21/2014,0,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/20/2014 20:00:00,5/20/2014 21:00:00,5/21/2014 1:00:00,5/21/2014,1,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/20/2014 21:00:00,5/20/2014 22:00:00,5/21/2014 2:00:00,5/21/2014,2,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/20/2014 22:00:00,5/20/2014 23:00:00,5/21/2014 3:00:00,5/21/2014,3,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/20/2014 23:00:00,5/21/2014 0:00:00,5/21/2014 4:00:00,5/21/2014,4,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/21/2014 0:00:00,5/21/2014 1:00:00,5/21/2014 5:00:00,5/21/2014,5,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/21/2014 1:00:00,5/21/2014 2:00:00,5/21/2014 6:00:00,5/21/2014,6,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/21/2014 2:00:00,5/21/2014 3:00:00,5/21/2014 7:00:00,5/21/2014,7,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/21/2014 3:00:00,5/21/2014 4:00:00,5/21/2014 8:00:00,5/21/2014,8,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/21/2014 4:00:00,5/21/2014 5:00:00,5/21/2014 9:00:00,5/21/2014,9,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/21/2014 5:00:00,5/21/2014 6:00:00,5/21/2014 10:00:00,5/21/2014,10,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/21/2014 6:00:00,5/21/2014 7:00:00,5/21/2014 11:00:00,5/21/2014,11,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/21/2014 7:00:00,5/21/2014 8:00:00,5/21/2014 12:00:00,5/21/2014,12,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/21/2014 8:00:00,5/21/2014 9:00:00,5/21/2014 13:00:00,5/21/2014,13,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/21/2014 9:00:00,5/21/2014 10:00:00,5/21/2014 14:00:00,5/21/2014,14,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/21/2014 10:00:00,5/21/2014 11:00:00,5/21/2014 15:00:00,5/21/2014,15,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/21/2014 11:00:00,5/21/2014 12:00:00,5/21/2014 16:00:00,5/21/2014,16,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/21/2014 12:00:00,5/21/2014 13:00:00,5/21/2014 17:00:00,5/21/2014,17,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/21/2014 13:00:00,5/21/2014 14:00:00,5/21/2014 18:00:00,5/21/2014,18,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/21/2014 14:00:00,5/21/2014 15:00:00,5/21/2014 19:00:00,5/21/2014,19,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/21/2014 15:00:00,5/21/2014 16:00:00,5/21/2014 20:00:00,5/21/2014,20,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
5/21/2014 16:00:00,5/21/2014 17:00:00,5/21/2014 21:00:00,5/21/2014,21,TAITsched:20000,20,20,0,TAITbid:20000,TAITUnscheduled:0,TAITPlanned:0,TAITSettled:20000,,,20,,,,,0,0,,0,,,,,,
